,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
28062,36.0,b,fit,69.0,39.224137931034484,399672,just right,5.0,12,312557,31.53448275862069,0.8039560439560439
28064,38.0,c,small,61.0,39.224137931034484,399672,just right,2.0,12,990192,31.53448275862069,0.8039560439560439
28098,36.0,a,fit,62.0,39.224137931034484,400486,just right,4.0,5,645317,31.53448275862069,0.8039560439560439
28148,36.0,dd/e,fit,64.0,39.224137931034484,400541,just right,5.0,13,221733,31.53448275862069,0.8039560439560439
28149,38.0,d,large,65.0,39.224137931034484,400541,just right,5.0,13,564080,31.53448275862069,0.8039560439560439
28623,40.0,d,fit,67.0,39.224137931034484,401503,very long,2.0,26,3351,31.53448275862069,0.8039560439560439
28624,38.0,ddd/f,small,68.0,39.224137931034484,401503,slightly short,2.0,26,574980,31.53448275862069,0.8039560439560439
28649,38.0,d,fit,67.0,39.224137931034484,401651,just right,5.0,15,101563,31.53448275862069,0.8039560439560439
28666,34.0,c,fit,63.0,39.224137931034484,401773,just right,5.0,8,114161,31.53448275862069,0.8039560439560439
28667,34.0,b,fit,68.0,39.224137931034484,401773,just right,4.0,8,854803,31.53448275862069,0.8039560439560439
29096,30.0,dd/e,large,64.0,39.224137931034484,402677,very long,5.0,4,385538,31.53448275862069,0.8039560439560439
29097,36.0,c,large,64.0,39.224137931034484,402677,slightly long,3.0,8,732402,31.53448275862069,0.8039560439560439
29357,34.0,c,fit,62.0,39.224137931034484,404229,slightly long,5.0,8,508479,31.53448275862069,0.8039560439560439
29791,34.0,a,fit,64.0,39.224137931034484,404339,just right,5.0,8,628390,31.53448275862069,0.8039560439560439
29793,32.0,ddd/f,large,62.0,39.224137931034484,404339,very long,5.0,1,27698,31.53448275862069,0.8039560439560439
29794,32.0,d,large,60.0,39.224137931034484,404339,slightly long,2.0,1,265206,31.53448275862069,0.8039560439560439
29795,36.0,c,large,64.0,39.224137931034484,404339,slightly long,5.0,4,748201,31.53448275862069,0.8039560439560439
29872,38.0,d,fit,65.0,39.224137931034484,404557,just right,2.0,20,481972,31.53448275862069,0.8039560439560439
30310,36.0,c,fit,65.0,39.224137931034484,406357,slightly short,4.0,12,181695,31.53448275862069,0.8039560439560439
30311,36.0,dd/e,fit,61.0,39.224137931034484,406357,just right,4.0,12,939800,31.53448275862069,0.8039560439560439
30312,36.0,d,fit,68.0,39.224137931034484,406357,just right,5.0,12,342774,31.53448275862069,0.8039560439560439
31272,34.0,d,fit,64.0,39.224137931034484,407072,just right,4.0,8,301543,31.53448275862069,0.8039560439560439
31274,34.0,b,fit,66.0,39.224137931034484,407072,just right,5.0,12,138670,31.53448275862069,0.8039560439560439
31275,36.0,i,fit,64.0,39.224137931034484,407072,just right,5.0,15,141266,31.53448275862069,0.8039560439560439
31309,34.0,d,small,69.0,39.224137931034484,407134,slightly short,3.0,8,865980,31.53448275862069,0.8039560439560439
31310,40.0,d,large,67.0,39.224137931034484,407134,slightly long,3.0,26,722800,31.53448275862069,0.8039560439560439
31311,34.0,d,fit,67.0,39.224137931034484,407134,just right,5.0,12,532191,31.53448275862069,0.8039560439560439
31314,32.0,c,fit,62.0,39.224137931034484,407134,just right,3.0,4,579947,31.53448275862069,0.8039560439560439
31315,36.0,d,small,71.0,39.224137931034484,407134,slightly short,3.0,15,826312,31.53448275862069,0.8039560439560439
32746,40.0,ddd/f,fit,63.0,39.224137931034484,407574,slightly short,5.0,32,681023,31.53448275862069,0.8039560439560439
33023,40.0,ddd/f,fit,66.0,39.224137931034484,408303,just right,5.0,26,277864,31.53448275862069,0.8039560439560439
33109,38.0,c,fit,66.0,39.224137931034484,409758,just right,4.0,15,613926,31.53448275862069,0.8039560439560439
33110,32.0,c,fit,65.0,39.224137931034484,409758,just right,2.0,1,961024,31.53448275862069,0.8039560439560439
33111,34.0,d,fit,66.0,39.224137931034484,409758,just right,4.0,8,744566,31.53448275862069,0.8039560439560439
33137,40.0,h,fit,60.0,39.224137931034484,410263,just right,4.0,15,569567,31.53448275862069,0.8039560439560439
33259,38.0,c,fit,69.0,39.224137931034484,410934,just right,4.0,8,728562,31.53448275862069,0.8039560439560439
33260,32.0,d,large,66.0,39.224137931034484,410934,slightly long,3.0,8,489890,31.53448275862069,0.8039560439560439
34259,34.0,c,fit,64.0,39.224137931034484,412737,just right,5.0,8,975277,31.53448275862069,0.8039560439560439
34260,36.0,b,small,60.0,39.224137931034484,412737,just right,1.0,8,234636,31.53448275862069,0.8039560439560439
34261,36.0,c,fit,65.0,39.224137931034484,412737,just right,5.0,8,181083,31.53448275862069,0.8039560439560439
34262,34.0,c,fit,65.0,39.224137931034484,412737,just right,3.0,8,464329,31.53448275862069,0.8039560439560439
34263,32.0,a,small,66.0,39.224137931034484,412737,just right,1.0,8,222713,31.53448275862069,0.8039560439560439
34264,32.0,dd/e,small,66.0,39.224137931034484,412737,very long,2.0,4,123166,31.53448275862069,0.8039560439560439
35468,44.0,ddd/f,fit,69.0,39.224137931034484,413303,slightly short,5.0,32,78284,31.53448275862069,0.8039560439560439
35469,38.0,d,small,65.0,39.224137931034484,414247,just right,3.0,15,635303,31.53448275862069,0.8039560439560439
35797,34.0,dd/e,fit,61.0,39.224137931034484,414857,just right,3.0,8,611574,31.53448275862069,0.8039560439560439
35798,36.0,dd/e,fit,61.0,39.224137931034484,414857,slightly short,3.0,12,868811,31.53448275862069,0.8039560439560439
35799,32.0,j,fit,65.0,39.224137931034484,414857,just right,5.0,15,431404,31.53448275862069,0.8039560439560439
35800,40.0,d,fit,70.0,39.224137931034484,414857,just right,4.0,15,523457,31.53448275862069,0.8039560439560439
35801,40.0,d,fit,62.0,39.224137931034484,414857,just right,4.0,15,646812,31.53448275862069,0.8039560439560439
37313,36.0,d,fit,65.0,39.224137931034484,416942,just right,5.0,12,237498,31.53448275862069,0.8039560439560439
37314,42.0,c,fit,70.0,39.224137931034484,416942,just right,4.0,32,481560,31.53448275862069,0.8039560439560439
38001,34.0,dd/e,large,62.0,39.224137931034484,417269,slightly long,5.0,8,958434,31.53448275862069,0.8039560439560439
38004,34.0,d,fit,64.0,39.224137931034484,417269,just right,5.0,15,171318,31.53448275862069,0.8039560439560439
38006,36.0,dd/e,fit,68.0,39.224137931034484,417269,very long,5.0,12,759510,31.53448275862069,0.8039560439560439
38183,36.0,h,fit,65.0,39.224137931034484,417902,just right,3.0,15,810956,31.53448275862069,0.8039560439560439
38234,,,fit,64.0,39.224137931034484,418018,just right,4.0,8,702778,31.53448275862069,0.8039560439560439
38235,44.0,b,large,63.0,39.224137931034484,418018,slightly long,5.0,26,365585,31.53448275862069,0.8039560439560439
38236,38.0,d,fit,60.0,39.224137931034484,418018,slightly long,5.0,15,360066,31.53448275862069,0.8039560439560439
38238,42.0,dddd/g,fit,71.0,39.224137931034484,418018,just right,5.0,38,59596,31.53448275862069,0.8039560439560439
38270,34.0,ddd/f,large,67.0,39.224137931034484,418224,slightly long,3.0,12,854444,31.53448275862069,0.8039560439560439
38271,38.0,c,fit,66.0,39.224137931034484,418224,just right,5.0,8,915114,31.53448275862069,0.8039560439560439
38360,34.0,b,fit,66.0,39.224137931034484,419547,just right,3.0,7,288069,31.53448275862069,0.8039560439560439
38524,,,fit,67.0,39.224137931034484,420800,just right,2.0,8,371618,31.53448275862069,0.8039560439560439
38710,44.0,d,small,69.0,39.224137931034484,423314,very long,2.0,38,496931,31.53448275862069,0.8039560439560439
38717,34.0,b,fit,66.0,39.224137931034484,423572,just right,5.0,8,733997,31.53448275862069,0.8039560439560439
38718,36.0,d,fit,67.0,39.224137931034484,423572,slightly long,4.0,15,101347,31.53448275862069,0.8039560439560439
38719,36.0,dd/e,large,64.0,39.224137931034484,423572,just right,5.0,15,988503,31.53448275862069,0.8039560439560439
38720,36.0,c,small,64.0,39.224137931034484,423572,just right,3.0,8,680585,31.53448275862069,0.8039560439560439
38877,34.0,c,fit,62.0,39.224137931034484,423866,just right,1.0,6,423946,31.53448275862069,0.8039560439560439
38878,38.0,b,small,70.0,39.224137931034484,424111,slightly short,4.0,20,892007,31.53448275862069,0.8039560439560439
38880,32.0,c,small,70.0,39.224137931034484,424111,just right,4.0,12,784264,31.53448275862069,0.8039560439560439
38882,34.0,c,fit,64.0,39.224137931034484,424111,just right,5.0,4,323476,31.53448275862069,0.8039560439560439
38884,32.0,b,fit,68.0,39.224137931034484,424111,just right,5.0,8,974125,31.53448275862069,0.8039560439560439
38885,32.0,d,small,67.0,39.224137931034484,424111,just right,5.0,8,515478,31.53448275862069,0.8039560439560439
38887,38.0,ddd/f,small,67.0,39.224137931034484,424111,just right,4.0,20,971451,31.53448275862069,0.8039560439560439
38908,30.0,ddd/f,small,62.0,39.224137931034484,425631,just right,3.0,8,860833,31.53448275862069,0.8039560439560439
38967,32.0,b,small,65.0,39.224137931034484,426491,just right,5.0,1,61142,31.53448275862069,0.8039560439560439
38968,36.0,d,fit,67.0,39.224137931034484,426521,just right,4.0,12,101347,31.53448275862069,0.8039560439560439
38970,38.0,c,fit,66.0,39.224137931034484,427041,slightly long,5.0,12,238428,31.53448275862069,0.8039560439560439
38971,38.0,b,large,69.0,39.224137931034484,427041,slightly long,3.0,15,747943,31.53448275862069,0.8039560439560439
39084,36.0,c,fit,63.0,39.224137931034484,427567,just right,5.0,12,549649,31.53448275862069,0.8039560439560439
39086,38.0,ddd/f,large,67.0,39.224137931034484,427567,just right,5.0,20,971451,31.53448275862069,0.8039560439560439
40122,34.0,b,fit,67.0,39.224137931034484,428539,just right,5.0,4,908645,31.53448275862069,0.8039560439560439
40160,34.0,b,fit,63.0,39.224137931034484,429442,just right,5.0,8,76850,31.53448275862069,0.8039560439560439
40616,,,fit,59.0,39.224137931034484,429614,just right,5.0,8,771113,31.53448275862069,0.8039560439560439
40617,36.0,d,small,67.0,39.224137931034484,429807,just right,3.0,20,889624,31.53448275862069,0.8039560439560439
40618,34.0,b,large,59.0,39.224137931034484,429963,slightly long,5.0,8,795216,31.53448275862069,0.8039560439560439
40619,34.0,d,fit,65.0,39.224137931034484,430009,just right,5.0,12,651173,31.53448275862069,0.8039560439560439
40633,,,small,68.0,39.224137931034484,430795,slightly short,4.0,4,331147,31.53448275862069,0.8039560439560439
40634,34.0,d,large,65.0,39.224137931034484,431573,just right,1.0,12,241154,31.53448275862069,0.8039560439560439
40635,32.0,c,fit,70.0,39.224137931034484,431698,just right,4.0,8,784264,31.53448275862069,0.8039560439560439
40636,38.0,d,fit,67.0,39.224137931034484,431698,just right,5.0,12,76360,31.53448275862069,0.8039560439560439
40639,30.0,k,small,65.0,39.224137931034484,432084,just right,3.0,15,852622,31.53448275862069,0.8039560439560439
40641,40.0,d,small,70.0,39.224137931034484,432491,slightly short,4.0,15,523457,31.53448275862069,0.8039560439560439
40642,36.0,a,fit,65.0,39.224137931034484,433350,just right,4.0,8,132056,31.53448275862069,0.8039560439560439
40643,36.0,b,large,69.0,39.224137931034484,433962,just right,5.0,12,772421,31.53448275862069,0.8039560439560439
40644,34.0,dd/e,small,63.0,39.224137931034484,434051,slightly long,4.0,12,217627,31.53448275862069,0.8039560439560439
40648,32.0,d,fit,64.0,39.224137931034484,435405,just right,5.0,12,828255,31.53448275862069,0.8039560439560439
40649,38.0,ddd/f,small,66.0,39.224137931034484,436339,very short,4.0,13,201801,31.53448275862069,0.8039560439560439
40650,38.0,a,fit,64.0,39.224137931034484,436628,just right,2.0,32,925100,31.53448275862069,0.8039560439560439
40653,34.0,b,fit,64.0,39.224137931034484,437983,just right,5.0,8,627896,31.53448275862069,0.8039560439560439
40654,34.0,a,fit,64.0,39.224137931034484,438339,just right,5.0,1,528379,31.53448275862069,0.8039560439560439
40655,36.0,d,fit,62.0,39.224137931034484,438660,just right,3.0,12,809632,31.53448275862069,0.8039560439560439
40657,36.0,d,small,67.0,39.224137931034484,439614,just right,4.0,12,101347,31.53448275862069,0.8039560439560439
40658,36.0,b,large,68.0,39.224137931034484,440064,very long,4.0,6,356490,31.53448275862069,0.8039560439560439
40660,36.0,d,large,67.0,39.224137931034484,440351,just right,4.0,12,101347,31.53448275862069,0.8039560439560439
40661,36.0,b,fit,61.0,39.224137931034484,440351,just right,4.0,8,304273,31.53448275862069,0.8039560439560439
40663,38.0,c,fit,63.0,39.224137931034484,441337,just right,4.0,26,385929,31.53448275862069,0.8039560439560439
40665,32.0,c,fit,62.0,39.224137931034484,441337,just right,4.0,4,726910,31.53448275862069,0.8039560439560439
40667,36.0,d,fit,67.0,39.224137931034484,441604,just right,4.0,12,101347,31.53448275862069,0.8039560439560439
40668,36.0,c,large,70.0,39.224137931034484,441604,slightly long,4.0,8,664795,31.53448275862069,0.8039560439560439
40669,36.0,b,small,68.0,39.224137931034484,441604,just right,5.0,12,47791,31.53448275862069,0.8039560439560439
40670,36.0,c,fit,70.0,39.224137931034484,441891,just right,4.0,12,664795,31.53448275862069,0.8039560439560439
40673,34.0,b,fit,67.0,39.224137931034484,443382,just right,3.0,4,572007,31.53448275862069,0.8039560439560439
40674,34.0,b,fit,61.0,39.224137931034484,443382,just right,5.0,4,812873,31.53448275862069,0.8039560439560439
40676,42.0,d,small,67.0,39.224137931034484,443382,,1.0,38,111694,31.53448275862069,0.8039560439560439
40684,38.0,b,large,64.0,39.224137931034484,443460,just right,5.0,15,693210,31.53448275862069,0.8039560439560439
40686,36.0,c,large,61.0,39.224137931034484,445254,slightly long,4.0,12,40633,31.53448275862069,0.8039560439560439
40687,34.0,b,large,70.0,39.224137931034484,445254,just right,5.0,4,403614,31.53448275862069,0.8039560439560439
41112,36.0,b,fit,63.0,39.224137931034484,445947,slightly long,3.0,8,936503,31.53448275862069,0.8039560439560439
41114,36.0,d,fit,69.0,39.224137931034484,447431,just right,5.0,12,497532,31.53448275862069,0.8039560439560439
41116,36.0,ddd/f,fit,63.0,39.224137931034484,447762,slightly long,5.0,15,692213,31.53448275862069,0.8039560439560439
41183,,,large,68.0,39.224137931034484,447819,slightly long,4.0,12,406265,31.53448275862069,0.8039560439560439
41184,42.0,c,large,70.0,39.224137931034484,447819,just right,2.0,12,102050,31.53448275862069,0.8039560439560439
41185,38.0,d,large,63.0,39.224137931034484,447819,very long,5.0,15,999839,31.53448275862069,0.8039560439560439
41206,36.0,d,fit,67.0,39.224137931034484,448511,slightly long,5.0,12,101347,31.53448275862069,0.8039560439560439
41207,34.0,b,fit,59.0,39.224137931034484,449177,just right,5.0,8,795216,31.53448275862069,0.8039560439560439
41208,38.0,d,fit,67.0,39.224137931034484,449177,just right,5.0,12,76360,31.53448275862069,0.8039560439560439
41210,36.0,c,fit,63.0,39.224137931034484,449177,slightly long,5.0,12,271894,31.53448275862069,0.8039560439560439
41213,36.0,a,small,65.0,39.224137931034484,450416,slightly short,4.0,8,987290,31.53448275862069,0.8039560439560439
41215,36.0,dd/e,fit,64.0,39.224137931034484,450779,just right,4.0,15,731348,31.53448275862069,0.8039560439560439
41216,36.0,b,fit,66.0,39.224137931034484,450779,slightly long,4.0,4,173758,31.53448275862069,0.8039560439560439
41271,32.0,b,small,62.0,39.224137931034484,451055,just right,5.0,1,888420,31.53448275862069,0.8039560439560439
41274,36.0,d,large,67.0,39.224137931034484,452244,just right,2.0,12,301555,31.53448275862069,0.8039560439560439
41275,36.0,c,fit,65.0,39.224137931034484,453061,just right,4.0,12,371549,31.53448275862069,0.8039560439560439
41286,38.0,b,small,70.0,39.224137931034484,453244,just right,3.0,20,892007,31.53448275862069,0.8039560439560439
41319,36.0,c,fit,66.0,39.224137931034484,453518,just right,4.0,8,523255,31.53448275862069,0.8039560439560439
41321,40.0,d,small,70.0,39.224137931034484,453744,just right,4.0,15,523457,31.53448275862069,0.8039560439560439
41322,38.0,c,fit,63.0,39.224137931034484,454030,just right,4.0,4,215129,31.53448275862069,0.8039560439560439
42488,32.0,,fit,66.0,39.224137931034484,456224,just right,5.0,4,307879,31.53448275862069,0.8039560439560439
42489,30.0,h,large,61.0,39.224137931034484,456224,slightly short,3.0,12,477761,31.53448275862069,0.8039560439560439
42491,34.0,b,fit,67.0,39.224137931034484,456968,just right,5.0,4,572007,31.53448275862069,0.8039560439560439
42492,36.0,ddd/f,small,70.0,39.224137931034484,456968,slightly short,3.0,15,464459,31.53448275862069,0.8039560439560439
42493,36.0,c,small,62.0,39.224137931034484,456968,just right,3.0,15,22418,31.53448275862069,0.8039560439560439
42494,36.0,d,fit,64.0,39.224137931034484,457871,just right,5.0,8,748800,31.53448275862069,0.8039560439560439
42496,30.0,h,large,61.0,39.224137931034484,458646,just right,4.0,12,477761,31.53448275862069,0.8039560439560439
42498,38.0,c,large,69.0,39.224137931034484,459014,slightly short,4.0,12,728562,31.53448275862069,0.8039560439560439
42501,36.0,dd/e,small,63.0,39.224137931034484,459014,very short,2.0,12,252080,31.53448275862069,0.8039560439560439
42503,36.0,dd/e,fit,64.0,39.224137931034484,459014,just right,5.0,12,609212,31.53448275862069,0.8039560439560439
42504,32.0,c,small,59.0,39.224137931034484,459820,just right,4.0,1,58464,31.53448275862069,0.8039560439560439
42508,38.0,d,large,72.0,39.224137931034484,461250,slightly short,4.0,38,336254,31.53448275862069,0.8039560439560439
42510,32.0,b,fit,69.0,39.224137931034484,461310,just right,4.0,4,691219,31.53448275862069,0.8039560439560439
42512,36.0,d,fit,64.0,39.224137931034484,461912,just right,4.0,8,862680,31.53448275862069,0.8039560439560439
42513,34.0,d,large,65.0,39.224137931034484,462538,just right,5.0,8,241154,31.53448275862069,0.8039560439560439
42514,34.0,c,fit,67.0,39.224137931034484,462538,just right,5.0,8,773289,31.53448275862069,0.8039560439560439
42515,42.0,c,small,71.0,39.224137931034484,462538,just right,5.0,15,808831,31.53448275862069,0.8039560439560439
42516,42.0,c,large,64.0,39.224137931034484,462796,just right,2.0,26,566108,31.53448275862069,0.8039560439560439
42517,36.0,,large,62.0,39.224137931034484,462796,slightly long,3.0,15,794379,31.53448275862069,0.8039560439560439
42772,38.0,dddd/g,fit,65.0,39.224137931034484,463273,just right,3.0,32,201753,31.53448275862069,0.8039560439560439
42773,34.0,dd/e,large,66.0,39.224137931034484,464041,just right,5.0,8,491731,31.53448275862069,0.8039560439560439
42774,34.0,dd/e,large,60.0,39.224137931034484,464041,just right,4.0,12,457825,31.53448275862069,0.8039560439560439
42775,42.0,c,fit,64.0,39.224137931034484,464041,slightly short,4.0,20,680539,31.53448275862069,0.8039560439560439
42776,34.0,c,fit,66.0,39.224137931034484,464041,just right,5.0,4,54762,31.53448275862069,0.8039560439560439
42777,32.0,c,large,70.0,39.224137931034484,464373,just right,5.0,8,784264,31.53448275862069,0.8039560439560439
42778,36.0,c,fit,65.0,39.224137931034484,464556,just right,5.0,8,669916,31.53448275862069,0.8039560439560439
42779,38.0,d,fit,62.0,39.224137931034484,465064,very long,4.0,26,183458,31.53448275862069,0.8039560439560439
42780,34.0,c,fit,65.0,39.224137931034484,465064,just right,2.0,4,990852,31.53448275862069,0.8039560439560439
42781,34.0,b,large,65.0,39.224137931034484,465064,slightly short,2.0,4,937456,31.53448275862069,0.8039560439560439
42782,38.0,b,large,64.0,39.224137931034484,465843,slightly long,4.0,15,693210,31.53448275862069,0.8039560439560439
42783,32.0,c,large,64.0,39.224137931034484,466666,just right,5.0,1,294139,31.53448275862069,0.8039560439560439
42786,36.0,b,large,66.0,39.224137931034484,467353,slightly long,4.0,8,682145,31.53448275862069,0.8039560439560439
42787,34.0,a,large,61.0,39.224137931034484,467353,very long,3.0,4,480371,31.53448275862069,0.8039560439560439
42789,32.0,ddd/f,fit,66.0,39.224137931034484,468050,just right,5.0,4,457485,31.53448275862069,0.8039560439560439
42790,,c,fit,69.0,39.224137931034484,468050,just right,3.0,12,360252,31.53448275862069,0.8039560439560439
42791,34.0,b,fit,64.0,39.224137931034484,468050,slightly long,4.0,8,598641,31.53448275862069,0.8039560439560439
42792,42.0,c,fit,64.0,39.224137931034484,468050,just right,,20,680539,31.53448275862069,0.8039560439560439
42793,36.0,b,fit,65.0,39.224137931034484,468050,just right,5.0,8,596043,31.53448275862069,0.8039560439560439
42795,36.0,c,small,67.0,39.224137931034484,468965,just right,5.0,15,810128,31.53448275862069,0.8039560439560439
42797,36.0,c,fit,65.0,39.224137931034484,469939,slightly long,5.0,12,652709,31.53448275862069,0.8039560439560439
42914,34.0,b,fit,70.0,39.224137931034484,470071,just right,5.0,8,258379,31.53448275862069,0.8039560439560439
42915,,,large,67.0,39.224137931034484,470071,slightly short,4.0,1,585022,31.53448275862069,0.8039560439560439
42916,34.0,b,fit,63.0,39.224137931034484,470071,just right,3.0,4,269869,31.53448275862069,0.8039560439560439
42917,36.0,b,large,65.0,39.224137931034484,470071,slightly long,5.0,8,596043,31.53448275862069,0.8039560439560439
42918,40.0,ddd/f,fit,63.0,39.224137931034484,470071,just right,4.0,32,681023,31.53448275862069,0.8039560439560439
42919,34.0,c,fit,65.0,39.224137931034484,470071,just right,4.0,8,873776,31.53448275862069,0.8039560439560439
42975,34.0,c,large,62.0,39.224137931034484,470980,slightly long,5.0,8,783934,31.53448275862069,0.8039560439560439
42977,36.0,c,small,69.0,39.224137931034484,470980,just right,2.0,8,435054,31.53448275862069,0.8039560439560439
42979,32.0,dd/e,fit,61.0,39.224137931034484,471620,slightly short,4.0,8,469644,31.53448275862069,0.8039560439560439
42980,32.0,c,fit,59.0,39.224137931034484,471620,just right,5.0,1,58464,31.53448275862069,0.8039560439560439
42981,32.0,c,fit,68.0,39.224137931034484,471620,just right,4.0,1,787181,31.53448275862069,0.8039560439560439
42983,40.0,dd/e,fit,61.0,39.224137931034484,471620,just right,4.0,20,754238,31.53448275862069,0.8039560439560439
42984,36.0,a,large,64.0,39.224137931034484,471620,just right,5.0,15,267817,31.53448275862069,0.8039560439560439
42985,36.0,c,fit,,39.224137931034484,471987,just right,1.0,7,855020,31.53448275862069,0.8039560439560439
42986,,,large,67.0,39.224137931034484,472177,slightly long,2.0,12,413913,31.53448275862069,0.8039560439560439
42987,34.0,dd/e,small,60.0,39.224137931034484,472714,slightly long,4.0,7,457825,31.53448275862069,0.8039560439560439
42988,30.0,j,fit,,39.224137931034484,473574,just right,1.0,12,941988,31.53448275862069,0.8039560439560439
42989,36.0,d,small,68.0,39.224137931034484,473574,just right,4.0,8,969525,31.53448275862069,0.8039560439560439
42992,34.0,b,small,62.0,39.224137931034484,473574,just right,2.0,4,554450,31.53448275862069,0.8039560439560439
42993,38.0,c,fit,69.0,39.224137931034484,473574,just right,4.0,12,728562,31.53448275862069,0.8039560439560439
42994,34.0,b,small,67.0,39.224137931034484,473577,just right,4.0,4,572007,31.53448275862069,0.8039560439560439
42997,38.0,c,small,64.0,39.224137931034484,473577,just right,5.0,12,593270,31.53448275862069,0.8039560439560439
42999,34.0,b,small,62.0,39.224137931034484,473577,slightly short,5.0,12,292632,31.53448275862069,0.8039560439560439
43000,32.0,ddd/f,small,63.0,39.224137931034484,473577,just right,5.0,8,11204,31.53448275862069,0.8039560439560439
43001,34.0,c,small,63.0,39.224137931034484,473577,very short,3.0,8,156358,31.53448275862069,0.8039560439560439
43003,38.0,c,small,70.0,39.224137931034484,473577,slightly short,3.0,12,888741,31.53448275862069,0.8039560439560439
43004,38.0,dd/e,small,68.0,39.224137931034484,473577,very short,3.0,15,531675,31.53448275862069,0.8039560439560439
43005,34.0,c,small,62.0,39.224137931034484,473577,very short,4.0,4,918991,31.53448275862069,0.8039560439560439
43006,42.0,c,fit,64.0,39.224137931034484,473577,slightly long,,26,680539,31.53448275862069,0.8039560439560439
43007,36.0,b,small,65.0,39.224137931034484,473577,just right,4.0,8,539488,31.53448275862069,0.8039560439560439
43008,32.0,b,small,66.0,39.224137931034484,473577,slightly short,5.0,4,595967,31.53448275862069,0.8039560439560439
43009,34.0,b,fit,59.0,39.224137931034484,473577,slightly short,,1,223562,31.53448275862069,0.8039560439560439
43010,36.0,c,fit,63.0,39.224137931034484,473577,just right,4.0,20,973172,31.53448275862069,0.8039560439560439
43011,34.0,dd/e,fit,60.0,39.224137931034484,473577,just right,5.0,12,457825,31.53448275862069,0.8039560439560439
43013,38.0,d,small,63.0,39.224137931034484,473577,very short,4.0,15,193582,31.53448275862069,0.8039560439560439
43015,34.0,c,fit,65.0,39.224137931034484,473577,just right,4.0,8,464329,31.53448275862069,0.8039560439560439
43016,36.0,d,small,61.0,39.224137931034484,473577,slightly short,4.0,15,716873,31.53448275862069,0.8039560439560439
43017,36.0,d,fit,67.0,39.224137931034484,474002,slightly long,1.0,12,101347,31.53448275862069,0.8039560439560439
43018,36.0,d,small,67.0,39.224137931034484,474002,just right,4.0,12,301555,31.53448275862069,0.8039560439560439
43019,34.0,b,fit,68.0,39.224137931034484,474002,just right,4.0,8,412191,31.53448275862069,0.8039560439560439
43020,38.0,b,fit,69.0,39.224137931034484,474002,just right,3.0,12,851321,31.53448275862069,0.8039560439560439
43333,32.0,ddd/f,fit,68.0,39.224137931034484,474532,just right,5.0,4,660583,31.53448275862069,0.8039560439560439
43335,34.0,c,large,68.0,39.224137931034484,474532,just right,4.0,8,784407,31.53448275862069,0.8039560439560439
43346,34.0,d,fit,64.0,39.224137931034484,475058,just right,3.0,8,759179,31.53448275862069,0.8039560439560439
43347,38.0,c,fit,70.0,39.224137931034484,475058,just right,4.0,15,610543,31.53448275862069,0.8039560439560439
43349,34.0,c,fit,70.0,39.224137931034484,475058,just right,3.0,8,448040,31.53448275862069,0.8039560439560439
43350,36.0,d,large,67.0,39.224137931034484,475478,slightly short,5.0,12,101347,31.53448275862069,0.8039560439560439
43352,38.0,b,large,64.0,39.224137931034484,475481,slightly long,4.0,15,693210,31.53448275862069,0.8039560439560439
43353,32.0,a,fit,68.0,39.224137931034484,475481,just right,5.0,7,592499,31.53448275862069,0.8039560439560439
43354,34.0,dd/e,large,60.0,39.224137931034484,475481,just right,4.0,7,457825,31.53448275862069,0.8039560439560439
43355,34.0,b,fit,68.0,39.224137931034484,475481,just right,5.0,7,478118,31.53448275862069,0.8039560439560439
43358,36.0,c,small,63.0,39.224137931034484,476549,just right,4.0,8,890949,31.53448275862069,0.8039560439560439
43361,42.0,c,fit,64.0,39.224137931034484,477210,just right,4.0,26,566108,31.53448275862069,0.8039560439560439
43362,34.0,ddd/f,fit,62.0,39.224137931034484,477210,just right,3.0,15,723888,31.53448275862069,0.8039560439560439
43363,38.0,c,fit,67.0,39.224137931034484,477210,just right,3.0,12,313369,31.53448275862069,0.8039560439560439
43364,36.0,b,fit,65.0,39.224137931034484,477210,just right,4.0,8,597846,31.53448275862069,0.8039560439560439
43655,34.0,b,fit,66.0,39.224137931034484,477598,just right,5.0,8,472775,31.53448275862069,0.8039560439560439
43656,36.0,dd/e,fit,64.0,39.224137931034484,477598,just right,4.0,15,988503,31.53448275862069,0.8039560439560439
43658,42.0,dd/e,fit,63.0,39.224137931034484,478122,just right,3.0,20,350490,31.53448275862069,0.8039560439560439
43659,36.0,,large,68.0,39.224137931034484,478122,slightly long,,8,5731,31.53448275862069,0.8039560439560439
43661,38.0,d,fit,63.0,39.224137931034484,478122,just right,5.0,12,690514,31.53448275862069,0.8039560439560439
44082,32.0,b,fit,66.0,39.224137931034484,478924,just right,5.0,4,231745,31.53448275862069,0.8039560439560439
44085,36.0,b,fit,60.0,39.224137931034484,478967,just right,5.0,8,472687,31.53448275862069,0.8039560439560439
44086,38.0,c,small,66.0,39.224137931034484,479149,just right,4.0,12,238428,31.53448275862069,0.8039560439560439
44143,34.0,dd/e,fit,65.0,39.224137931034484,479706,just right,4.0,12,364997,31.53448275862069,0.8039560439560439
44144,34.0,b,small,66.0,39.224137931034484,479706,just right,5.0,1,339840,31.53448275862069,0.8039560439560439
44145,34.0,d,fit,69.0,39.224137931034484,479706,just right,5.0,8,246939,31.53448275862069,0.8039560439560439
