,bra size,cup size,fit,height,hips,item_id,length,quality,size,user_id,waist,hip_waist_ratio
51669,38.0,ddd/f,fit,70.0,,539980,just right,4.0,20,572496,,0.8475235268649493
51670,36.0,d,fit,66.0,33.0,539980,just right,5.0,8,465737,28.0,0.8484848484848485
51673,32.0,ddd/f,fit,66.0,35.0,539980,just right,5.0,8,59366,30.0,0.8571428571428571
51674,32.0,c,fit,64.0,37.0,539980,just right,4.0,4,54314,31.0,0.8378378378378378
51681,34.0,d,fit,63.0,42.0,539980,just right,5.0,4,768259,36.0,0.8571428571428571
51682,30.0,ddd/f,fit,63.0,42.0,539980,just right,5.0,8,134111,36.0,0.8571428571428571
51684,,,fit,64.0,52.0,539980,just right,5.0,32,122412,44.0,0.8461538461538461
51686,36.0,dd/e,fit,65.0,46.0,539980,just right,5.0,12,623671,39.0,0.8478260869565217
51691,,,fit,62.0,44.0,539980,just right,4.0,4,699431,37.0,0.8409090909090909
51692,34.0,b,fit,62.0,34.0,539980,just right,5.0,8,479038,29.0,0.8529411764705882
51693,36.0,dd/e,fit,67.0,54.0,539980,just right,5.0,12,939075,46.0,0.8518518518518519
51695,34.0,b,fit,63.0,42.0,539980,just right,4.0,8,211607,36.0,0.8571428571428571
51696,38.0,c,fit,66.0,50.0,539980,just right,4.0,32,425304,42.0,0.84
51697,34.0,ddd/f,fit,67.0,35.0,539980,just right,4.0,12,207208,30.0,0.8571428571428571
51699,34.0,a,fit,64.0,36.0,539980,just right,5.0,4,623718,31.0,0.8611111111111112
51700,34.0,dd/e,fit,66.0,32.0,539980,just right,5.0,8,534827,27.0,0.84375
51704,34.0,ddd/f,fit,63.0,35.0,539980,just right,5.0,12,946383,30.0,0.8571428571428571
51710,38.0,c,fit,66.0,55.0,539980,just right,5.0,12,129511,47.0,0.8545454545454545
51712,36.0,c,fit,60.0,,539980,just right,5.0,8,71517,,0.8475235268649493
51715,38.0,d,fit,62.0,,539980,just right,4.0,12,738404,,0.8475235268649493
51718,32.0,b,fit,64.0,34.0,539980,just right,5.0,4,116070,29.0,0.8529411764705882
51721,36.0,dd/e,fit,64.0,42.0,539980,just right,4.0,8,546978,32.0,0.7619047619047619
51724,,,fit,69.0,,539980,just right,4.0,8,588364,,0.8475235268649493
51727,34.0,c,fit,62.0,,539980,just right,4.0,8,29282,,0.8475235268649493
51729,36.0,c,fit,66.0,51.0,539980,just right,5.0,8,907637,43.0,0.8431372549019608
51734,32.0,b,fit,64.0,,539980,just right,5.0,4,328474,,0.8475235268649493
51736,36.0,c,fit,66.0,32.0,539980,just right,5.0,8,733972,27.0,0.84375
51738,36.0,b,fit,62.0,36.0,539980,just right,5.0,12,844154,31.0,0.8611111111111112
51740,40.0,d,fit,64.0,46.0,539980,just right,5.0,20,849942,39.0,0.8478260869565217
51742,32.0,b,fit,67.0,,539980,just right,5.0,8,264343,,0.8475235268649493
51743,40.0,dd/e,fit,65.0,,539980,just right,4.0,26,107832,,0.8475235268649493
51750,36.0,c,fit,65.0,,539980,just right,5.0,12,172242,,0.8475235268649493
51751,36.0,c,fit,64.0,43.0,539980,just right,5.0,12,814247,37.0,0.8604651162790697
51756,38.0,dd/e,fit,67.0,,539980,just right,4.0,26,973733,,0.8475235268649493
51759,32.0,c,fit,63.0,44.0,539980,just right,5.0,4,84437,37.0,0.8409090909090909
51760,32.0,dd/e,fit,61.0,40.0,539980,just right,5.0,4,16147,34.0,0.85
51766,38.0,b,fit,62.0,,539980,just right,5.0,12,956469,,0.8475235268649493
51770,34.0,a,fit,66.0,,539980,just right,5.0,4,946063,,0.8475235268649493
51771,34.0,d,fit,60.0,,539980,just right,4.0,8,359272,,0.8475235268649493
51772,38.0,d,fit,61.0,39.0,539980,just right,4.0,20,945003,33.0,0.8461538461538461
51773,,,fit,67.0,34.0,539980,just right,4.0,8,287852,29.0,0.8529411764705882
51774,34.0,a,fit,63.0,,539980,just right,5.0,4,716949,,0.8475235268649493
51775,32.0,b,fit,60.0,,539980,just right,5.0,4,164785,,0.8475235268649493
51778,32.0,c,fit,66.0,40.0,539980,just right,5.0,8,863791,34.0,0.85
51779,34.0,d,fit,68.0,40.0,539980,just right,5.0,8,713064,34.0,0.85
51780,34.0,b,fit,63.0,,539980,just right,4.0,8,44974,,0.8475235268649493
51782,32.0,b,fit,63.0,45.0,539980,just right,4.0,4,304095,38.0,0.8444444444444444
51786,34.0,b,fit,65.0,39.0,539980,just right,5.0,8,169361,33.0,0.8461538461538461
51787,40.0,d,fit,64.0,35.0,539980,just right,4.0,26,476771,30.0,0.8571428571428571
51788,32.0,d,fit,62.0,37.0,539980,just right,4.0,12,163716,31.0,0.8378378378378378
51790,34.0,b,fit,61.0,49.0,539980,just right,4.0,4,194914,42.0,0.8571428571428571
51792,36.0,dd/e,fit,61.0,,539980,just right,4.0,12,607485,,0.8475235268649493
51793,34.0,b,fit,62.0,,539980,just right,4.0,4,435333,,0.8475235268649493
51794,34.0,a,fit,65.0,45.0,539980,just right,5.0,4,934416,38.0,0.8444444444444444
51796,32.0,ddd/f,fit,64.0,44.0,539980,just right,5.0,12,521396,37.0,0.8409090909090909
51797,34.0,c,fit,66.0,44.0,539980,just right,5.0,8,93859,37.0,0.8409090909090909
51805,34.0,d,fit,66.0,48.0,539980,just right,5.0,12,414999,41.0,0.8541666666666666
51806,40.0,c,fit,65.0,,539980,just right,4.0,26,707591,,0.8475235268649493
51807,,,fit,65.07546831585552,45.0,539980,just right,5.0,8,304960,38.0,0.8444444444444444
51809,36.0,dd/e,fit,60.0,,539980,just right,5.0,8,122893,,0.8475235268649493
51811,36.0,c,fit,64.0,,539980,just right,5.0,12,128962,,0.8475235268649493
51812,34.0,a,fit,64.0,56.0,539980,just right,5.0,8,277301,48.0,0.8571428571428571
51814,32.0,b,fit,66.0,,539980,just right,5.0,4,392750,,0.8475235268649493
51816,36.0,d,fit,62.0,,539980,just right,4.0,4,535778,,0.8475235268649493
51817,38.0,d,fit,66.0,,539980,just right,5.0,26,295297,,0.8475235268649493
51818,34.0,b,fit,63.0,,539980,just right,4.0,8,262966,,0.8475235268649493
51825,36.0,dd/e,fit,64.0,55.0,539980,just right,5.0,26,446571,47.0,0.8545454545454545
51826,34.0,b,fit,64.0,49.0,539980,just right,4.0,4,591618,42.0,0.8571428571428571
51827,,,fit,62.0,35.0,539980,just right,5.0,8,440007,30.0,0.8571428571428571
51831,36.0,c,fit,62.0,51.0,539980,just right,5.0,20,986163,43.0,0.8431372549019608
51832,34.0,c,fit,64.0,,539980,just right,5.0,12,243642,,0.8475235268649493
51833,36.0,a,fit,68.0,,539980,just right,4.0,12,339181,,0.8475235268649493
51838,38.0,b,fit,63.0,,539980,just right,5.0,4,933817,,0.8475235268649493
51839,34.0,b,fit,63.0,50.0,539980,just right,5.0,8,822280,42.0,0.84
51840,32.0,d,fit,63.0,,539980,just right,5.0,4,3295,,0.8475235268649493
51842,32.0,b,fit,63.0,50.0,539980,just right,5.0,4,70218,42.0,0.84
51844,34.0,a,fit,64.0,,539980,just right,5.0,8,352286,,0.8475235268649493
51845,38.0,b,fit,67.0,,539980,just right,5.0,12,624332,,0.8475235268649493
51846,36.0,c,fit,70.0,40.0,539980,just right,5.0,8,810556,34.0,0.85
51847,36.0,b,fit,63.0,60.0,539980,just right,5.0,12,383254,51.0,0.85
51849,34.0,b,fit,66.0,38.0,539980,just right,4.0,8,784125,32.0,0.8421052631578947
51850,36.0,a,fit,62.0,48.0,539980,just right,5.0,8,430527,41.0,0.8541666666666666
51852,34.0,c,fit,63.0,35.0,539980,just right,5.0,8,465311,30.0,0.8571428571428571
51854,,,fit,61.0,,539980,just right,5.0,4,539760,,0.8475235268649493
51855,34.0,b,fit,63.0,42.0,539980,just right,5.0,4,482990,36.0,0.8571428571428571
51856,34.0,a,fit,64.0,60.0,539980,just right,5.0,4,99323,51.0,0.85
51857,36.0,dddd/g,fit,69.0,,539980,just right,5.0,20,756044,,0.8475235268649493
51859,36.0,b,fit,66.0,35.0,539980,just right,4.0,12,74610,30.0,0.8571428571428571
51860,34.0,b,fit,71.0,52.0,539980,just right,5.0,8,976470,44.0,0.8461538461538461
51864,38.0,d,fit,68.0,,539980,just right,4.0,12,75018,,0.8475235268649493
51865,36.0,b,fit,66.0,,539980,just right,5.0,12,972576,,0.8475235268649493
51868,34.0,b,fit,67.0,41.0,539980,just right,5.0,8,970134,35.0,0.8536585365853658
51869,32.0,d,fit,63.0,51.0,539980,just right,5.0,8,6739,43.0,0.8431372549019608
51871,34.0,ddd/f,fit,68.0,52.0,539980,just right,4.0,12,90448,44.0,0.8461538461538461
51872,34.0,ddd/f,fit,65.0,37.0,539980,just right,5.0,12,337849,31.0,0.8378378378378378
51873,32.0,c,fit,62.0,,539980,just right,5.0,4,912361,,0.8475235268649493
51875,34.0,d,fit,65.0,43.0,539980,just right,4.0,8,339591,37.0,0.8604651162790697
51878,36.0,c,fit,66.0,,539980,just right,4.0,8,796006,,0.8475235268649493
51879,32.0,d,fit,67.0,39.0,539980,just right,4.0,8,825452,33.0,0.8461538461538461
51882,,,fit,65.07546831585552,,539980,just right,5.0,32,457121,,0.8475235268649493
51885,36.0,d,fit,69.0,,539980,just right,5.0,12,513112,,0.8475235268649493
51888,34.0,b,fit,62.0,51.0,539980,just right,5.0,4,651819,43.0,0.8431372549019608
51889,36.0,b,fit,63.0,42.0,539980,just right,4.0,8,171705,36.0,0.8571428571428571
51891,,,fit,66.0,,539980,just right,4.0,12,33685,,0.8475235268649493
51892,34.0,d,fit,65.0,53.0,539980,just right,5.0,4,625268,45.0,0.8490566037735849
51893,36.0,c,fit,62.0,38.0,539980,just right,4.0,8,604980,32.0,0.8421052631578947
51895,44.0,dd/e,fit,62.0,50.0,539980,just right,5.0,32,2131,42.0,0.84
51897,36.0,c,fit,65.0,,539980,just right,5.0,12,77697,,0.8475235268649493
51898,34.0,c,fit,64.0,,539980,just right,4.0,12,707868,,0.8475235268649493
51899,34.0,b,fit,65.0,,539980,just right,4.0,4,278118,,0.8475235268649493
51901,40.0,dd/e,fit,67.0,,539980,just right,4.0,20,152661,,0.8475235268649493
51902,34.0,dd/e,fit,71.0,,539980,just right,5.0,12,698926,,0.8475235268649493
51907,36.0,dd/e,fit,62.0,37.0,539980,just right,4.0,12,924383,31.0,0.8378378378378378
51908,34.0,dd/e,fit,62.0,45.0,539980,just right,4.0,12,336021,38.0,0.8444444444444444
51910,36.0,c,fit,62.0,,539980,just right,4.0,8,133667,,0.8475235268649493
51911,32.0,c,fit,62.0,41.0,539980,just right,5.0,8,359839,35.0,0.8536585365853658
51916,36.0,dd/e,fit,64.0,44.0,539980,just right,5.0,12,90463,37.0,0.8409090909090909
51920,34.0,c,fit,66.0,47.0,539980,just right,4.0,4,450678,40.0,0.851063829787234
51921,30.0,a,fit,63.0,52.0,539980,just right,4.0,4,499876,44.0,0.8461538461538461
51923,32.0,d,fit,67.0,,539980,just right,5.0,4,839711,,0.8475235268649493
51925,32.0,c,fit,62.0,38.0,539980,just right,4.0,4,885849,32.0,0.8421052631578947
51926,34.0,b,fit,67.0,,539980,just right,4.0,4,949604,,0.8475235268649493
51928,34.0,c,fit,62.0,,539980,just right,5.0,8,675079,,0.8475235268649493
51929,34.0,c,fit,60.0,,539980,just right,4.0,8,409574,,0.8475235268649493
51932,42.0,ddd/f,fit,64.0,,539980,just right,5.0,26,663741,,0.8475235268649493
51933,34.0,b,fit,64.0,40.0,539980,just right,4.0,4,366220,34.0,0.85
51935,38.0,d,fit,71.0,38.0,539980,just right,5.0,32,235280,32.0,0.8421052631578947
51937,34.0,d,fit,65.0,,539980,just right,5.0,12,925314,,0.8475235268649493
51939,36.0,c,fit,70.0,,539980,just right,4.0,12,214045,,0.8475235268649493
51945,34.0,c,fit,64.0,37.0,539980,just right,4.0,8,173737,27.0,0.7297297297297297
51947,34.0,c,fit,63.0,,539980,just right,5.0,4,17350,,0.8475235268649493
51948,36.0,c,fit,62.0,44.0,539980,just right,4.0,8,763968,36.0,0.8181818181818182
51951,32.0,b,fit,66.0,45.0,539980,just right,4.0,8,686712,38.0,0.8444444444444444
51952,34.0,a,fit,63.0,44.0,539980,just right,4.0,15,454210,36.0,0.8181818181818182
51953,34.0,b,fit,66.0,42.0,539980,just right,5.0,8,130532,36.0,0.8571428571428571
51956,34.0,c,fit,62.0,37.0,539980,just right,4.0,8,296688,31.0,0.8378378378378378
51958,40.0,b,fit,67.0,40.0,539980,just right,5.0,12,177983,34.0,0.85
51959,36.0,c,fit,66.0,35.0,539980,just right,5.0,8,575320,30.0,0.8571428571428571
51960,36.0,b,fit,62.0,,539980,just right,4.0,12,452326,,0.8475235268649493
51961,34.0,a,fit,66.0,39.0,539980,just right,4.0,1,605785,33.0,0.8461538461538461
51962,32.0,b,fit,62.0,36.0,539980,just right,5.0,1,576634,31.0,0.8611111111111112
51964,34.0,b,fit,62.0,40.0,539980,just right,5.0,4,247427,34.0,0.85
51965,36.0,b,fit,64.0,,539980,just right,4.0,4,670706,,0.8475235268649493
51967,34.0,b,fit,62.0,53.0,539980,just right,4.0,12,810063,45.0,0.8490566037735849
51968,36.0,c,fit,61.0,42.0,539980,just right,4.0,15,524243,36.0,0.8571428571428571
51970,36.0,b,fit,63.0,40.0,539980,just right,5.0,12,721304,34.0,0.85
51973,34.0,dd/e,fit,63.0,,539980,just right,5.0,12,225947,,0.8475235268649493
51975,36.0,b,fit,63.0,,539980,just right,5.0,15,115497,,0.8475235268649493
51977,36.0,ddd/f,fit,64.0,40.0,539980,just right,4.0,12,386142,34.0,0.85
51978,36.0,b,fit,68.0,,539980,just right,4.0,8,892860,,0.8475235268649493
51981,34.0,dd/e,fit,68.0,38.0,539980,just right,5.0,12,102339,32.0,0.8421052631578947
51982,38.0,dd/e,fit,65.0,44.0,539980,just right,5.0,12,920967,37.0,0.8409090909090909
51983,34.0,a,fit,66.0,35.0,539980,just right,5.0,8,440668,30.0,0.8571428571428571
51985,34.0,b,fit,61.0,40.0,539980,just right,4.0,1,770236,34.0,0.85
51986,38.0,d,fit,64.0,55.0,539980,just right,5.0,12,540119,47.0,0.8545454545454545
51990,34.0,b,fit,64.0,35.0,539980,just right,4.0,4,10499,30.0,0.8571428571428571
51991,34.0,b,fit,63.0,,539980,just right,5.0,8,291821,,0.8475235268649493
51992,36.0,ddd/f,fit,67.0,38.0,539980,just right,4.0,26,7763,32.0,0.8421052631578947
51993,32.0,d,fit,62.0,35.0,539980,just right,4.0,15,175172,30.0,0.8571428571428571
51994,34.0,b,fit,66.0,,539980,just right,4.0,1,166752,,0.8475235268649493
51995,36.0,c,fit,63.0,,539980,just right,5.0,15,463160,,0.8475235268649493
51996,34.0,b,fit,63.0,,539980,just right,4.0,15,342243,,0.8475235268649493
51998,34.0,d,fit,65.0,39.0,539980,just right,4.0,4,760632,33.0,0.8461538461538461
51999,34.0,b,fit,66.0,37.0,539980,just right,4.0,8,233439,31.0,0.8378378378378378
52000,38.0,d,fit,71.0,40.0,539980,just right,4.0,12,665509,34.0,0.85
52001,38.0,dd/e,fit,66.0,41.0,539980,just right,5.0,12,203202,35.0,0.8536585365853658
52002,34.0,d,fit,65.0,,539980,just right,5.0,4,457828,,0.8475235268649493
52003,36.0,d,fit,70.0,,539980,just right,5.0,8,734997,,0.8475235268649493
52004,36.0,c,fit,64.0,48.0,539980,just right,5.0,8,560190,41.0,0.8541666666666666
52007,36.0,c,fit,64.0,37.0,539980,just right,5.0,12,936072,31.0,0.8378378378378378
52010,38.0,b,fit,67.0,,539980,just right,5.0,12,985578,,0.8475235268649493
52011,34.0,b,fit,65.0,45.0,539980,just right,5.0,12,415376,38.0,0.8444444444444444
52012,34.0,a,fit,67.0,,539980,just right,5.0,8,54628,,0.8475235268649493
52013,34.0,ddd/f,fit,69.0,40.0,539980,just right,5.0,12,745147,34.0,0.85
52015,34.0,c,fit,64.0,39.0,539980,just right,5.0,8,282180,33.0,0.8461538461538461
52016,38.0,d,fit,65.0,35.0,539980,just right,4.0,8,857175,30.0,0.8571428571428571
52018,40.0,dd/e,fit,63.0,,539980,just right,4.0,20,175353,,0.8475235268649493
52019,32.0,a,fit,66.0,54.0,539980,just right,4.0,4,792779,46.0,0.8518518518518519
52020,32.0,dd/e,fit,64.0,,539980,just right,4.0,4,772235,,0.8475235268649493
52021,34.0,b,fit,64.0,36.0,539980,just right,5.0,8,920341,31.0,0.8611111111111112
52023,34.0,b,fit,66.0,46.0,539980,just right,5.0,8,143345,39.0,0.8478260869565217
52026,36.0,b,fit,64.0,36.0,539980,just right,5.0,8,213087,31.0,0.8611111111111112
52027,34.0,dd/e,fit,62.0,49.0,539980,just right,4.0,12,803933,42.0,0.8571428571428571
52028,32.0,b,fit,67.0,,539980,just right,4.0,4,358508,,0.8475235268649493
52030,32.0,b,fit,72.0,,539980,just right,5.0,8,110194,,0.8475235268649493
52032,36.0,b,fit,63.0,,539980,just right,4.0,12,683729,,0.8475235268649493
52033,40.0,d,fit,63.0,,539980,just right,4.0,20,142778,,0.8475235268649493
52034,40.0,c,fit,69.0,55.0,539980,just right,4.0,20,519967,47.0,0.8545454545454545
52035,34.0,b,fit,61.0,37.0,539980,just right,5.0,4,643255,31.0,0.8378378378378378
52037,38.0,c,fit,68.0,51.0,539980,just right,5.0,12,822120,43.0,0.8431372549019608
52040,34.0,c,fit,63.0,32.0,539980,just right,5.0,12,343222,27.0,0.84375
52042,36.0,d,fit,69.0,55.0,539980,just right,5.0,8,617102,47.0,0.8545454545454545
52043,34.0,c,fit,68.0,42.0,539980,just right,4.0,12,175902,36.0,0.8571428571428571
52044,,,fit,67.0,36.0,539980,just right,5.0,12,684022,31.0,0.8611111111111112
52045,34.0,d,fit,60.0,37.0,539980,just right,5.0,8,713297,31.0,0.8378378378378378
52046,32.0,dd/e,fit,65.0,44.0,539980,just right,5.0,4,902565,37.0,0.8409090909090909
52047,36.0,dd/e,fit,69.0,36.0,539980,just right,4.0,12,810097,31.0,0.8611111111111112
52048,36.0,dd/e,fit,66.0,,539980,just right,5.0,20,866523,,0.8475235268649493
52051,34.0,c,fit,67.0,35.0,539980,just right,4.0,12,915851,30.0,0.8571428571428571
52052,34.0,c,fit,64.0,45.0,539980,just right,5.0,8,386155,38.0,0.8444444444444444
52053,34.0,c,fit,62.0,,539980,just right,5.0,8,954218,,0.8475235268649493
52054,34.0,b,fit,69.0,36.0,539980,just right,4.0,8,833183,31.0,0.8611111111111112
52057,34.0,aa,fit,61.0,42.0,539980,just right,5.0,4,273758,36.0,0.8571428571428571
52058,34.0,c,fit,67.0,41.0,539980,just right,4.0,4,832990,35.0,0.8536585365853658
52059,32.0,c,fit,66.0,39.0,539980,just right,5.0,4,732718,33.0,0.8461538461538461
52060,34.0,b,fit,64.0,,539980,just right,4.0,8,809666,,0.8475235268649493
52061,34.0,b,fit,65.0,37.0,539980,just right,4.0,8,313713,31.0,0.8378378378378378
52064,32.0,a,fit,62.0,35.0,539980,just right,5.0,4,589649,30.0,0.8571428571428571
52065,36.0,b,fit,63.0,37.0,539980,just right,5.0,12,466428,31.0,0.8378378378378378
52066,34.0,dddd/g,fit,63.0,,539980,just right,5.0,12,759569,,0.8475235268649493
52067,,,fit,65.07546831585552,31.0,539980,just right,4.0,4,63003,26.0,0.8387096774193549
52068,32.0,a,fit,68.0,35.0,539980,just right,5.0,4,288642,30.0,0.8571428571428571
52070,34.0,c,fit,61.0,38.0,539980,just right,5.0,4,383089,32.0,0.8421052631578947
52072,36.0,a,fit,66.0,48.0,539980,just right,5.0,4,714058,41.0,0.8541666666666666
52075,34.0,d,fit,64.0,49.0,539980,just right,5.0,4,397172,42.0,0.8571428571428571
52076,34.0,d,fit,59.0,,539980,just right,4.0,4,885211,,0.8475235268649493
52077,32.0,d,fit,65.0,51.0,539980,just right,4.0,4,274477,43.0,0.8431372549019608
52078,40.0,ddd/f,fit,68.0,38.0,539980,just right,5.0,32,472570,32.0,0.8421052631578947
52079,34.0,d,fit,63.0,,539980,just right,4.0,4,906887,,0.8475235268649493
52080,36.0,c,fit,65.0,,539980,just right,5.0,8,449096,,0.8475235268649493
52081,34.0,ddd/f,fit,67.0,,539980,just right,4.0,12,589208,,0.8475235268649493
52084,34.0,,fit,69.0,56.0,539980,just right,5.0,8,655113,48.0,0.8571428571428571
52085,36.0,c,fit,69.0,43.0,539980,just right,5.0,12,598536,37.0,0.8604651162790697
52086,32.0,dd/e,fit,66.0,40.0,539980,just right,5.0,12,941170,34.0,0.85
52087,36.0,a,fit,64.0,50.0,539980,just right,5.0,8,250122,42.0,0.84
52088,38.0,dd/e,fit,72.0,,539980,just right,5.0,12,542110,,0.8475235268649493
52089,34.0,a,fit,68.0,,539980,just right,5.0,12,281973,,0.8475235268649493
52090,34.0,b,fit,64.0,,539980,just right,5.0,8,250551,,0.8475235268649493
52091,32.0,a,fit,69.0,48.0,539980,just right,5.0,4,822736,41.0,0.8541666666666666
52097,36.0,d,fit,65.0,52.0,539980,just right,5.0,4,903921,44.0,0.8461538461538461
52098,36.0,b,fit,63.0,40.0,539980,just right,5.0,8,695938,34.0,0.85
52099,36.0,c,fit,64.0,34.0,539980,just right,4.0,8,717438,29.0,0.8529411764705882
52100,30.0,d,fit,63.0,55.0,539980,just right,4.0,8,755815,47.0,0.8545454545454545
52101,34.0,dd/e,fit,65.0,37.0,539980,just right,5.0,8,318545,31.0,0.8378378378378378
52102,36.0,b,fit,63.0,51.0,539980,just right,5.0,8,203903,43.0,0.8431372549019608
52103,34.0,c,fit,65.0,50.0,539980,just right,5.0,4,949775,42.0,0.84
52104,36.0,d,fit,67.0,42.0,539980,just right,5.0,8,932650,36.0,0.8571428571428571
52105,34.0,b,fit,62.0,44.0,539980,just right,4.0,4,375162,37.0,0.8409090909090909
52107,30.0,ddd/f,fit,63.0,39.0,539980,just right,4.0,12,422320,33.0,0.8461538461538461
52108,36.0,ddd/f,fit,68.0,35.0,539980,just right,4.0,8,167445,30.0,0.8571428571428571
52109,34.0,c,fit,67.0,39.0,539980,just right,5.0,8,960318,33.0,0.8461538461538461
52110,36.0,b,fit,66.0,60.0,539980,just right,5.0,8,723634,51.0,0.85
52111,,,fit,68.0,35.0,539980,just right,5.0,4,480475,30.0,0.8571428571428571
52112,36.0,c,fit,65.0,38.0,539980,just right,5.0,8,193963,32.0,0.8421052631578947
52113,34.0,c,fit,67.0,,539980,just right,5.0,8,802667,,0.8475235268649493
52114,32.0,d,fit,68.0,,539980,just right,5.0,8,2017,,0.8475235268649493
52115,34.0,b,fit,66.0,,539980,just right,4.0,8,669465,,0.8475235268649493
52116,34.0,c,fit,62.0,46.0,539980,just right,5.0,8,277606,39.0,0.8478260869565217
52117,32.0,d,fit,59.0,,539980,just right,5.0,4,885151,,0.8475235268649493
52118,36.0,a,fit,65.0,,539980,just right,4.0,8,68104,,0.8475235268649493
52119,32.0,c,fit,65.0,,539980,just right,5.0,4,346978,,0.8475235268649493
52120,36.0,c,fit,64.0,36.0,539980,just right,5.0,8,383887,31.0,0.8611111111111112
52121,34.0,ddd/f,fit,63.0,38.0,539980,just right,5.0,12,470844,32.0,0.8421052631578947
52122,36.0,dd/e,fit,64.0,46.0,539980,just right,5.0,12,235457,39.0,0.8478260869565217
52123,34.0,b,fit,65.0,,539980,just right,4.0,8,363154,,0.8475235268649493
52124,36.0,c,fit,66.0,42.0,539980,just right,5.0,12,261594,36.0,0.8571428571428571
52125,32.0,d,fit,66.0,,539980,just right,4.0,8,589855,,0.8475235268649493
52126,36.0,a,fit,65.0,35.0,539980,just right,5.0,8,719550,30.0,0.8571428571428571
52127,34.0,b,fit,60.0,34.0,539980,just right,4.0,4,169945,29.0,0.8529411764705882
52129,32.0,c,fit,64.0,,539980,just right,5.0,8,12130,,0.8475235268649493
52130,34.0,b,fit,67.0,,539980,just right,5.0,8,268061,,0.8475235268649493
52131,32.0,d,fit,63.0,,539980,just right,5.0,4,284888,,0.8475235268649493
52132,34.0,ddd/f,fit,62.0,,539980,just right,5.0,12,996557,,0.8475235268649493
52134,34.0,b,fit,66.0,42.0,539980,just right,5.0,8,150096,36.0,0.8571428571428571
52135,32.0,b,fit,62.0,33.0,539980,just right,5.0,4,353289,28.0,0.8484848484848485
52136,32.0,a,fit,67.0,,539980,just right,5.0,4,812324,,0.8475235268649493
52137,34.0,aa,fit,63.0,44.0,539980,just right,5.0,4,431917,37.0,0.8409090909090909
52138,34.0,a,fit,65.0,38.0,539980,just right,5.0,4,788413,26.0,0.6842105263157895
52139,34.0,c,fit,65.0,,539980,just right,5.0,8,715838,,0.8475235268649493
52140,36.0,c,fit,59.0,,539980,just right,5.0,12,310670,,0.8475235268649493
52141,32.0,c,fit,63.0,38.0,539980,just right,5.0,4,182732,32.0,0.8421052631578947
52142,34.0,b,fit,66.0,44.0,539980,just right,5.0,8,955783,38.0,0.8636363636363636
52143,32.0,dddd/g,fit,63.0,,539980,just right,4.0,8,766998,,0.8475235268649493
52144,,,fit,67.0,36.0,539980,just right,4.0,8,962065,31.0,0.8611111111111112
52145,40.0,d,fit,68.0,42.0,539980,just right,4.0,12,61561,34.0,0.8095238095238095
52147,40.0,c,fit,64.0,,539980,just right,5.0,12,95496,,0.8475235268649493
52148,36.0,a,fit,64.0,46.0,539980,just right,5.0,12,502249,39.0,0.8478260869565217
52149,32.0,dd/e,fit,64.0,38.0,539980,just right,5.0,8,467556,27.0,0.7105263157894737
52150,34.0,c,fit,62.0,37.0,539980,just right,5.0,8,222208,27.0,0.7297297297297297
52151,32.0,d,fit,59.0,31.0,539980,just right,4.0,4,330706,26.0,0.8387096774193549
52152,34.0,d,fit,66.0,38.0,539980,just right,4.0,8,22624,28.0,0.7368421052631579
52153,32.0,d,fit,65.0,37.0,539980,just right,4.0,4,183215,27.0,0.7297297297297297
52154,36.0,c,fit,64.0,,539980,just right,5.0,8,210005,,0.8475235268649493
52155,36.0,b,fit,69.0,46.0,539980,just right,5.0,8,26933,38.0,0.8260869565217391
52156,32.0,ddd/f,fit,67.0,46.0,539980,just right,5.0,12,16415,33.0,0.717391304347826
52157,,,fit,68.0,,539980,just right,5.0,8,965284,,0.8475235268649493
52158,34.0,c,fit,63.0,49.0,539980,just right,4.0,4,326632,37.0,0.7551020408163265
52159,36.0,d,fit,68.0,34.0,539980,just right,4.0,12,147803,26.0,0.7647058823529411
52160,34.0,c,fit,67.0,39.0,539980,just right,4.0,8,823109,26.0,0.6666666666666666
52161,34.0,b,fit,64.0,35.0,539980,just right,4.0,4,903363,27.0,0.7714285714285715
52162,34.0,c,fit,60.0,33.0,539980,just right,5.0,4,916108,28.0,0.8484848484848485
52163,36.0,dd/e,fit,62.0,50.0,539980,just right,5.0,8,566841,44.0,0.88
52166,32.0,b,fit,65.0,44.0,539980,just right,4.0,8,823551,33.0,0.75
52167,32.0,a,fit,66.0,37.0,539980,just right,5.0,4,654889,30.0,0.8108108108108109
52169,38.0,dd/e,fit,63.0,43.0,539980,just right,4.0,12,654167,33.0,0.7674418604651163
52170,36.0,c,fit,62.0,,539980,just right,4.0,12,820046,,0.8475235268649493
52171,36.0,c,fit,67.0,36.0,539980,just right,4.0,12,208034,31.0,0.8611111111111112
52174,38.0,d,fit,61.0,36.0,539980,just right,4.0,12,476420,31.0,0.8611111111111112
52175,34.0,c,fit,63.0,38.0,539980,just right,4.0,8,448484,32.0,0.8421052631578947
52176,34.0,dd/e,fit,71.0,35.0,539980,just right,4.0,8,489527,30.0,0.8571428571428571
52177,,,fit,64.0,43.0,539980,just right,4.0,8,861949,37.0,0.8604651162790697
52178,30.0,dd/e,fit,65.0,,539980,just right,5.0,4,482168,,0.8475235268649493
52179,34.0,b,fit,68.0,39.0,539980,just right,4.0,8,922270,33.0,0.8461538461538461
